Id,Ref (haul identifier),Cruise,Station,Event,Netno,Nettype,Net mouthm2,Net mesh(mm),Trajectorycode,Date,Year,Month,Day,GMT time,Local time,Day/night,Latitude (dec degrees),Longitude (dec degrees),Minimumnet depth(m),Maximum net depth (m),Water depth mean within 10km range (m),Water depth range within 10km range (m),Mean climatological temperature within 10 km range,Bin size,Mean length (mm),Total krill in sample,Source,Comments
99,AMERIEZGL282,AMERIEZGL,,,2,PLUMMET,0.785,1.6,V,26-Mar-86,1986,3,26,22:22:00,,,-64.9666,-50.8719,30,100,-3182,89,-1.2,1,40.24,46,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
100,AMERIEZGL91,AMERIEZGL,,,1,PLUMMET,0.785,1.6,V,09-Mar-86,1986,3,9,17:45:00,,,-65.5477,-48.2714,0,30,-3977,137,-1.06,1,32,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
101,AMERIEZGLT1,AMERIEZGL,,,1,PLUMMET,0.785,1.6,V,04-Mar-86,1986,3,4,17:43:00,,,-66.0167,-48.4667,0,95,-3881,144,-1.22,1,37.85,13,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
102,AMERIEZMV101,AMERIEZMV,,,1,TUCKER TRAWL,9,4,,15-Mar-86,1986,3,15,19:34:00,,,-65.7172,-47.0501,40,90,-4192,81,-0.99,1,37.26,934,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
103,AMERIEZMV21,AMERIEZMV,,,1,TUCKER TRAWL,9,4,,15-Mar-86,1986,3,15,14:26:00,,,-65.5181,-47.5182,0,50,-4096,85,-0.97,1,20.06,203,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
104,AMERIEZMV341,AMERIEZMV,,,1,TUCKER TRAWL,9,4,,15-Mar-86,1986,3,15,21:24:00,,,-64.8344,-42.6671,0,55,-4675,77,-0.41,1,33.43,90,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
105,AMERIEZMV351,AMERIEZMV,,,1,TUCKER TRAWL,9,4,,15-Mar-86,1986,3,15,12:15:00,,,-64.6511,-43.6176,150,250,-4611,98,-0.43,1,34.24,33,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
106,AMERIEZMV371,AMERIEZMV,,,1,TUCKER TRAWL,9,4,,15-Mar-86,1986,3,15,22:04:00,,,-64.6007,-44.3007,0,40,-4555,114,-0.45,1,34.57,157,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
107,AMERIEZMV41,AMERIEZMV,,,1,TUCKER TRAWL,9,4,,15-Mar-86,1986,3,15,18:06:00,,,-65.6007,-47.6181,0,50,-4107,82,-1.03,1,36.75,69,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
108,AMERIEZMV431,AMERIEZMV,,,1,TUCKER TRAWL,9,4,,15-Mar-86,1986,3,15,19:05:00,,,-65.0334,-46.7337,100,150,-4242,117,-0.79,1,36,77,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
109,AMERIEZMV461,AMERIEZMV,,,1,TUCKER TRAWL,9,4,,15-Mar-86,1986,3,15,18:00:00,,,-65.0341,-48.1841,0,50,-3963,186,-0.94,1,29.54,147,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
110,AMERIEZPD1141,AMERIEZPD,,,1,TUCKER TRAWL,1,4,,03-Aug-88,1988,8,3,16:24:00,,,-59.4844,-43.9011,0,40,-3519,1328,1.75,1,37.33,51,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
111,AMERIEZPD1171,AMERIEZPD,,,1,PLUMMET,0.785,1.6,V,05-Aug-88,1988,8,5,19:41:00,,,-59.0506,-43.9346,0,100,-2575,1554,1.97,1,30.5,2,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
112,AMERIEZPD1172,AMERIEZPD,,,2,PLUMMET,0.785,1.6,V,05-Aug-88,1988,8,5,19:41:00,,,-59.0506,-43.9346,600,1000,-2575,1554,1.97,1,41,2,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
113,AMERIEZPD1201,AMERIEZPD,,,1,TUCKER TRAWL,1,4,,06-Aug-88,1988,8,6,23:33:00,,,-58.8342,-44.4349,0,50,-1789,877,2.09,1,46,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
114,AMERIEZPD1202,AMERIEZPD,,,2,TUCKER TRAWL,1,4,,07-Aug-88,1988,8,7,00:52:00,,,-58.8504,-44.4842,50,100,-1713,861,2.06,1,37,4,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
115,AMERIEZPD1441,AMERIEZPD,,,1,PLUMMET,0.785,1.6,V,13-Aug-88,1988,8,13,01:28:00,,,-59.0677,-48.0002,0,100,-3887,335,2.01,1,27.78,9,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
116,AMERIEZPD1442,AMERIEZPD,,,2,PLUMMET,0.785,1.6,V,13-Aug-88,1988,8,13,01:28:00,,,-59.0677,-48.0002,400,600,-3887,335,2.01,1,35.78,9,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
117,AMERIEZPD221,AMERIEZPD,,,1,TUCKER TRAWL,1,4,,20-Jun-88,1988,6,20,20:52:00,,,-60.1741,-42.0272,0,40,-2866,634,1.28,1,37.27,202,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
118,AMERIEZPD261,AMERIEZPD,,,1,PLUMMET,0.785,1.6,V,22-Jun-88,1988,6,22,18:57:00,,,-59.7334,-44.2834,0,100,-3931,1239,1.52,1,38.96,348,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
119,AMERIEZPD31,AMERIEZPD,,,1,PLUMMET,0.785,1.6,V,10-Jun-88,1988,6,10,16:37:00,,,-60.6501,-41.9501,0,85,-3498,2308,0.91,1,29.71,7,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
120,AMERIEZPD32,AMERIEZPD,,,2,PLUMMET,0.785,1.6,V,10-Jun-88,1988,6,10,16:37:00,,,-60.6501,-41.9501,85,100,-3498,2308,0.91,1,29.5,2,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
121,AMERIEZPD33,AMERIEZPD,,,3,PLUMMET,0.785,1.6,V,10-Jun-88,1988,6,10,16:37:00,,,-60.6501,-41.9501,100,200,-3498,2308,0.91,1,34,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
122,AMERIEZPD34,AMERIEZPD,,,4,PLUMMET,0.785,1.6,V,10-Jun-88,1988,6,10,16:37:00,,,-60.6501,-41.9501,600,1000,-3498,2308,0.91,1,44,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
123,AMERIEZPD561,AMERIEZPD,,,1,PLUMMET,0.785,1.6,V,18-Jul-88,1988,7,18,12:39:00,,,-58.4476,-48.0344,600,1000,-3181,268,2.49,1,39,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
124,AMERIEZPD651,AMERIEZPD,,,1,PLUMMET,0.785,1.6,V,20-Jul-88,1988,7,20,22:00:00,,,-58.1672,-34.9849,0,100,-3333,2702,1.82,1,29.22,9,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
125,AMERIEZPD652,AMERIEZPD,,,2,PLUMMET,0.785,1.6,V,20-Jul-88,1988,7,20,22:00:00,,,-58.1672,-34.9849,100,200,-3333,2702,1.82,1,17.5,2,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
126,AMERIEZPD71,AMERIEZPD,,,1,PLUMMET,0.785,1.6,V,14-Jun-88,1988,6,14,21:18:00,,,-61.4834,-40.6167,0,100,-3538,729,0.32,1,19,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
127,AMERIEZPD721,AMERIEZPD,,,1,PLUMMET,0.785,1.6,V,24-Jul-88,1988,7,24,12:58:00,,,-55.6836,-35.4177,0,100,-2181,2424,2.79,1,25.09,11,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
128,AMERIEZPD73,AMERIEZPD,,,3,PLUMMET,0.785,1.6,V,14-Jun-88,1988,6,14,21:18:00,,,-61.4834,-40.6167,200,400,-3538,729,0.32,1,49,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
129,AMERIEZPD74,AMERIEZPD,,,4,PLUMMET,0.785,1.6,V,14-Jun-88,1988,6,14,21:18:00,,,-61.4834,-40.6167,400,600,-3538,729,0.32,1,48,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
130,AMERIEZPDEI1,AMERIEZPD,,,,ENGINE INTAKE,,,,15-Jul-88,1988,7,15,,,,-60.0502,-39.7509,0,0,-1657,302,1.14,1,28.21,117,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
131,AMERIEZPDEI2,AMERIEZPD,,,,ENGINE INTAKE,,,,15-Jul-88,1988,7,15,,,,-57.6667,-34.9834,0,0,-3247,422,2.07,1,28.88,67,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
132,AMERIEZPDEI3,AMERIEZPD,,,,ENGINE INTAKE,,,,15-Jul-88,1988,7,15,,,,-57.6667,-35.4167,0,0,-3170,408,2.11,1,31.31,81,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly","Day not known, mid-point of month entered."
133,AMERIEZWW101,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,19-Nov-83,1983,11,19,18:12:00,,,-61.0509,-36.3676,0,45,-2810,1193,0.47,1,13,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
134,AMERIEZWW131,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,22-Nov-83,1983,11,22,08:26:00,,,-61.8511,-38.1516,0,59,-2378,3189,0.07,1,19.33,3,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
135,AMERIEZWW161,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,25-Nov-83,1983,11,25,08:23:00,,,-62.0834,-39.1182,0,92,-2023,1538,-0.04,1,20,2,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
136,AMERIEZWW191,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,28-Nov-83,1983,11,28,01:04:00,,,-61.0177,-39.4506,0,110,-3966,897,0.54,1,17,2,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
137,AMERIEZWW201,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,29-Nov-83,1983,11,29,13:10:00,,,-60.5006,-39.9337,0,44,-2021,2370,0.81,1,15,2,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
138,AMERIEZWW211,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,30-Nov-83,1983,11,30,12:56:00,,,-60.3016,-39.9502,0,85,-1393,383,1.03,1,15,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
139,AMERIEZWW231,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,02-Dec-83,1983,12,2,08:36:00,,,-59.6842,-40.1507,0,70,-1305,424,1.4,1,15,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
140,AMERIEZWW51,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,13-Nov-83,1983,11,13,21:21:00,,,-61.9001,-36.7837,0,50,-2676,2523,0.05,1,17.51,240,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
141,AMERIEZWW71,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,16-Nov-83,1983,11,16,03:46:00,,,-61.9682,-36.4174,0,89,-2665,2813,0.02,1,16.33,49,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
142,AMERIEZWW72,AMERIEZWW,,,2,PLUMMET,0.785,0.56,V,16-Nov-83,1983,11,16,03:46:00,,,-61.9682,-36.4174,0,100,-2665,2813,0.02,1,17.05,21,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
143,AMERIEZWW73,AMERIEZWW,,,3,PLUMMET,0.785,0.56,V,16-Nov-83,1983,11,16,03:46:00,,,-61.9682,-36.4174,0,17,-2665,2813,0.02,1,16.79,95,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
144,AMERIEZWW81,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,17-Nov-83,1983,11,17,01:42:00,,,-61.7512,-36.3682,0,48,-2044,2676,0.16,1,16,1,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
145,AMERIEZWW91,AMERIEZWW,,,1,PLUMMET,0.785,0.56,V,18-Nov-83,1983,11,18,15:54:00,,,-61.4006,-36.3504,0,47,-4919,2500,0.26,1,18,2,"Old US expedition data (e.g. AMERIEZ, Protea) sent by Kendra Daly",
146,AMLR1990A14,AMLR1990A,,,,BONGO,0.565,0.505,OB,08-Jan-90,1990,1,8,,,,-60.1501,-54.6001,0,175,-3109,441,2.02,1,39.75,4,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
147,AMLR1990A15,AMLR1990A,,,,BONGO,0.565,0.505,OB,08-Jan-90,1990,1,8,,,,-60.8501,-54.6001,0,175,-1203,1973,1.46,1,41.33,3,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
148,AMLR1990A16,AMLR1990A,,,,BONGO,0.565,0.505,OB,08-Jan-90,1990,1,8,,,,-61.5001,-54.6001,0,175,-1455,1683,0.91,1,48.2,10,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
149,AMLR1990A18,AMLR1990A,,,,BONGO,0.565,0.505,OB,08-Jan-90,1990,1,8,,,,-61.2001,-54.0001,0,175,-750,1496,0.95,1,38.81,16,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
150,AMLR1990A19,AMLR1990A,,,,BONGO,0.565,0.505,OB,08-Jan-90,1990,1,8,,,,-60.5001,-54.0001,0,175,-2920,326,1.55,1,38.9,20,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
151,AMLR1990A2,AMLR1990A,,,,BONGO,0.565,0.505,OB,08-Jan-90,1990,1,8,,,,-60.8501,-57.3001,0,175,-4544,1652,2.08,1,43.07,29,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
152,AMLR1990A20,AMLR1990A,,,,BONGO,0.565,0.505,OB,24-Jan-90,1990,1,24,,,,-60.1501,-54.0001,0,175,-2755,997,1.93,1,44,31,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
153,AMLR1990A25,AMLR1990A,,,,BONGO,0.565,0.505,OB,24-Jan-90,1990,1,24,,,,-60.5001,-54.7001,0,175,-3254,320,1.65,1,40.9,20,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
154,AMLR1990A3,AMLR1990A,,,,BONGO,0.565,0.505,OB,08-Jan-90,1990,1,8,,,,-61.5001,-57.3001,0,175,-558,758,1.57,1,52.75,4,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
155,AMLR1990A31,AMLR1990A,,,,BONGO,0.565,0.505,OB,24-Jan-90,1990,1,24,,,,-61.2001,-54.6001,0,175,-437,969,1.12,1,39.23,66,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
156,AMLR1990A34,AMLR1990A,,,,BONGO,0.565,0.505,OB,24-Jan-90,1990,1,24,,,,-61.5001,-56.7001,0,175,-489,98,1.39,1,47.08,12,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
157,AMLR1990A37,AMLR1990A,,,,BONGO,0.565,0.505,OB,24-Jan-90,1990,1,24,,,,-61.8001,-54.7001,0,175,-811,953,0.67,1,41.8,5,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
158,AMLR1990A5,AMLR1990A,,,,BONGO,0.565,0.505,OB,08-Jan-90,1990,1,8,,,,-61.2001,-56.7001,0,175,-1214,1902,1.58,1,46.75,4,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 1: 6-11 Jan, survey 2: 21-26 Jan. midpoints used for sampling day."
159,AMLR1990D1,AMLR1990D,,,,BONGO,0.565,0.505,OB,10-Feb-90,1990,2,10,,,,-60.2001,-57.3001,0,175,-3925,1488,2.52,1,41,1,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
160,AMLR1990D15,AMLR1990D,,,,BONGO,0.565,0.505,OB,10-Feb-90,1990,2,10,,,,-60.8501,-54.6001,0,175,-1203,1973,1.46,1,44.88,8,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
161,AMLR1990D16,AMLR1990D,,,,BONGO,0.565,0.505,OB,10-Feb-90,1990,2,10,,,,-61.5001,-54.6001,0,175,-1455,1683,0.91,1,38,1,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
162,AMLR1990D18,AMLR1990D,,,,BONGO,0.565,0.505,OB,10-Feb-90,1990,2,10,,,,-61.2001,-54.0001,0,175,-750,1496,0.95,1,44,1,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
163,AMLR1990D19,AMLR1990D,,,,BONGO,0.565,0.505,OB,10-Feb-90,1990,2,10,,,,-60.5001,-54.0001,0,175,-2920,326,1.55,1,42.25,4,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
164,AMLR1990D20,AMLR1990D,,,,BONGO,0.565,0.505,OB,24-Feb-90,1990,2,24,,,,-60.1501,-54.0001,0,175,-2755,997,1.93,1,46.04,25,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
165,AMLR1990D21,AMLR1990D,,,,BONGO,0.565,0.505,OB,24-Feb-90,1990,2,24,,,,-60.1501,-55.3001,0,175,-3459,121,2.17,1,43.33,3,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
166,AMLR1990D25,AMLR1990D,,,,BONGO,0.565,0.505,OB,24-Feb-90,1990,2,24,,,,-60.5001,-54.2001,0,175,-3013,340,1.65,1,42.93,30,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
167,AMLR1990D26,AMLR1990D,,,,BONGO,0.565,0.505,OB,24-Feb-90,1990,2,24,,,,-60.8001,-54.0001,0,175,-1336,1895,1.34,1,46.25,4,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
168,AMLR1990D27,AMLR1990D,,,,BONGO,0.565,0.505,OB,24-Feb-90,1990,2,24,,,,-60.8001,-55.3501,0,175,-2288,3240,1.69,1,42.33,3,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
169,AMLR1990D3,AMLR1990D,,,,BONGO,0.565,0.505,OB,10-Feb-90,1990,2,10,,,,-61.5001,-57.3001,0,175,-558,758,1.57,1,43.57,7,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
170,AMLR1990D31,AMLR1990D,,,,BONGO,0.565,0.505,OB,24-Feb-90,1990,2,24,,,,-61.2001,-54.6001,0,175,-437,969,1.12,1,44.6,52,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
171,AMLR1990D5,AMLR1990D,,,,BONGO,0.565,0.505,OB,10-Feb-90,1990,2,10,,,,-61.2001,-56.7001,0,175,-1214,1902,1.58,1,48,1,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
172,AMLR1990D6,AMLR1990D,,,,BONGO,0.565,0.505,OB,10-Feb-90,1990,2,10,,,,-60.5001,-56.7001,0,175,-3598,2341,2.11,1,49,1,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
173,AMLR1990D8,AMLR1990D,,,,BONGO,0.565,0.505,OB,10-Feb-90,1990,2,10,,,,-60.8001,-56.0001,0,175,-2390,3208,1.86,1,46.4,5,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
174,AMLR1990D9,AMLR1990D,,,,BONGO,0.565,0.505,OB,10-Feb-90,1990,2,10,,,,-61.5001,-56.0001,0,175,-320,593,1.26,1,39,1,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)","Survey 3: 7-13 Feb, survey 4: 21-27 Feb, midpoints used for sampling day."
175,AMLR1991A1,AMLR1991A,,,,BONGO,0.565,0.505,OB,21-Jan-91,1991,1,21,05:48:00,,,-62.3301,-58.2501,0,189,-1549,1468,0.82,1,30.32,56,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",Individual net data for Survey A from Volker Siegel's photocopied sheets.
176,AMLR1991A10,AMLR1991A,,,,BONGO,0.565,0.505,OB,23-Jan-91,1991,1,23,05:10:00,,,-61.1701,-57.3301,0,146,-2754,1328,1.79,1,48.93,14,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",Individual net data for Survey A from Volker Siegel's photocopied sheets.
177,AMLR1991A11,AMLR1991A,,,,BONGO,0.565,0.505,OB,23-Jan-91,1991,1,23,10:09:00,,,-61.1701,-56.6601,0,180,-1363,2063,1.6,1,44.5,2,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",Individual net data for Survey A from Volker Siegel's photocopied sheets.
178,AMLR1991A12,AMLR1991A,,,,BONGO,0.565,0.505,OB,23-Jan-91,1991,1,23,14:58:00,,,-61.5001,-56.6601,0,156,-491,99,1.38,1,43,1,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",Individual net data for Survey A from Volker Siegel's photocopied sheets.
179,AMLR1991A13,AMLR1991A,,,,BONGO,0.565,0.505,OB,23-Jan-91,1991,1,23,19:24:00,,,-61.8301,-56.6601,0,156,-508,394,1.1,1,43,3,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",Individual net data for Survey A from Volker Siegel's photocopied sheets.
180,AMLR1991A16,AMLR1991A,,,,BONGO,0.565,0.505,OB,24-Jan-91,1991,1,24,09:15:00,,,-61.2001,-56.0201,0,134,-191,373,1.47,1,36.8,10,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",Individual net data for Survey A from Volker Siegel's photocopied sheets.
181,AMLR1991A17,AMLR1991A,,,,BONGO,0.565,0.505,OB,24-Jan-91,1991,1,24,14:57:00,,,-61.3801,-55.3001,0,170,-422,879,1.13,1,29,5,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",Individual net data for Survey A from Volker Siegel's photocopied sheets.
182,AMLR1991A18,AMLR1991A,,,,BONGO,0.565,0.505,OB,24-Jan-91,1991,1,24,21:08:00,,,-61.8301,-55.3001,0,186,-1596,1848,0.9,1,25.68,19,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",Individual net data for Survey A from Volker Siegel's photocopied sheets.
183,AMLR1991A19,AMLR1991A,,,,BONGO,0.565,0.505,OB,24-Jan-91,1991,1,24,21:08:00,,,-61.8301,-54.6201,0,148,-710,584,0.66,1,48,1,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",Individual net data for Survey A from Volker Siegel's photocopied sheets.
184,AMLR1991A2,AMLR1991A,,,,BONGO,0.565,0.505,OB,21-Jan-91,1991,1,21,09:59:00,,,-62.1701,-57.7301,0,194,-1026,1818,0.87,1,40.92,37,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",Individual net data for Survey A from Volker Siegel's photocopied sheets.
